Name,City,Street_address,Salary,Application_date,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
Richard Marshall,Port Andrew,70256 Odom Crest Apt. 411,73750.7,2018-12-09,40,male,3,own,moderate,,4623,15,education,bad
Erica Gordon,Amandaburgh,8136 Barry Streets Suite 954,34542.17,2018-05-03,33,male,2,own,little,,1851,24,radio/TV,good
Grant Alvarez,West John,37797 Jay Extensions,63395.8,2018-04-01,32,male,3,own,little,little,1880,18,radio/TV,good
Adam King,West Reginamouth,6532 Coleman Crossing Apt. 476,28653.52,2018-11-16,27,male,2,rent,,,7980,36,business,bad
Jordan Mckenzie,South Megan,994 Heather Extension Suite 346,94968.02,2018-02-10,32,male,2,own,little,little,4583,30,furniture/equipment,good
Courtney Brown,New Tiffanychester,73761 Phillips Rue,69605.7,2018-06-09,26,female,2,own,quite rich,,1386,12,car,bad
Ernest Vega,Salazarland,02207 Jennifer Bridge Suite 424,89814.17,2018-01-29,38,male,2,free,little,rich,947,24,car,bad
Jennifer Coleman,Stevenbury,5336 Charles Divide Apt. 916,72846.94,2018-11-25,40,male,1,rent,little,little,684,12,education,bad
Andrea Mccoy,Lisaville,8906 Susan Coves,25989.59,2018-07-03,50,male,3,free,little,little,7476,48,education,good
Joseph Harrison,Lake Carol,7978 Stephen Dam,92707.75,2018-12-07,37,male,1,own,little,moderate,1922,12,furniture/equipment,bad
Jennifer Byrd,Port Jenniferfurt,124 Silva Rue,53535.37,2018-05-24,45,male,2,own,little,little,2303,24,car,bad
Jennifer Brown,Sparksberg,1000 Holt Burg,42127.61,2018-06-12,42,male,3,own,moderate,moderate,8086,36,car,bad
Tiffany Larson,Baileyport,3280 Jeffery Estates,45164.68,2018-12-19,35,male,2,own,little,,2346,24,car,good
Becky Tucker,Beckfort,938 Charlene Circles,37584.17,2018-10-27,22,male,2,free,little,little,3973,14,car,good
Adrian Brown,North Edwardburgh,47850 Sandra Freeway,95116.31,2018-06-23,41,male,1,own,little,moderate,888,12,car,bad
Judith Mitchell,Debraside,76422 Clark Rapid Suite 820,36527.74,2018-06-14,37,male,2,own,,,10222,48,radio/TV,good
Jeffery Mosley,East Theodore,65445 Matthew Radial,51799.9,2018-03-31,28,female,2,own,little,moderate,4221,30,business,good
Erica Bailey,Lake Jennifer,631 Spencer Forges Suite 494,43200.94,2018-05-31,41,male,2,own,little,moderate,6361,18,furniture/equipment,good
Thomas Martinez,South Edward,960 Bethany Camp,99725.25,2018-10-13,23,male,2,rent,little,rich,1297,12,radio/TV,good
Michael Robinson,New Peterville,1971 Johnson Island,68233.75,2018-08-23,23,male,2,own,,little,900,12,car,bad
Cindy Johnson,Tylertown,52398 Butler Road,82412.48,2018-09-17,50,male,2,own,little,,2241,21,furniture/equipment,good
Levi Smith,Lake Sheenaberg,802 Regina Views,60930.44,2018-03-28,35,male,3,own,little,moderate,1050,6,furniture/equipment,good
Shane Phillips,Mckenziechester,322 Cole Isle,25256.76,2018-05-10,50,female,1,own,little,rich,1047,6,education,good
Steve Schultz,North Lynnchester,1375 Leslie Orchard,62581.16,2018-01-03,27,male,3,own,little,,6314,24,vacation/others,good
Francisco Reeves,Catherinehaven,541 Paul Plain,79927.08,2018-07-02,34,male,2,own,rich,moderate,3496,30,furniture/equipment,good
Abigail Thomas,Hawkinschester,388 Johnson Estate Apt. 959,75922.44,2018-01-22,27,female,2,own,little,,3609,48,business,good
Gwendolyn Jones,Kristenchester,593 Adrienne Ridges,31186.39,2018-03-29,43,male,2,rent,little,little,4843,12,car,bad
Seth Jones,Christopherland,435 April Highway,54634.78,2018-10-21,47,male,2,own,little,rich,3017,30,radio/TV,good
Gregory Ward,Port Sandra,19323 Hebert Plains Apt. 813,60661.82,2018-11-20,27,male,1,own,moderate,,4139,24,business,good
Mike Hernandez,Hooperberg,7603 Dean Crest Suite 934,96948.79,2018-03-02,31,male,2,own,moderate,,5742,36,business,good
Bryan Jimenez,South Daniel,550 Elizabeth Coves,40711.18,2018-01-23,42,male,3,own,little,,10366,60,car,good
Michael Holt,Port Gabrielport,91599 Espinoza Spring Apt. 880,30671.29,2018-05-15,24,male,2,own,quite rich,,2080,6,car,good
Walter Davis,Garyborough,90214 Eric Estate,82068.65,2018-02-08,41,male,1,own,quite rich,,2580,21,business,bad
Krista Rhodes,West Shannon,94283 Mitchell Mill Apt. 489,84500.33,2018-09-05,26,female,3,rent,little,,4530,30,radio/TV,good
Arthur Cooper,Juliehaven,409 Olson Burg Suite 960,37876.98,2018-03-26,33,male,2,own,little,,5150,24,furniture/equipment,good
Jessica Fisher,Carlaview,4950 Chris Run Suite 587,51402.16,2018-05-30,24,male,2,own,moderate,moderate,5595,72,radio/TV,bad
Tracy Graves,North Anthonyside,60040 Lucero Squares Apt. 031,97634.98,2018-02-04,64,male,1,rent,little,little,2384,24,radio/TV,good
Laura Chapman,Shermanshire,0801 Zachary Forge Suite 834,89885.49,2018-04-17,26,female,2,own,little,,1453,18,radio/TV,good
Robert Johnson,Hernandezburgh,570 Jennifer Green Apt. 981,29338.02,2018-06-07,56,female,2,own,little,,1538,6,education,good
David Brown,West Richardtown,53230 Natalie Throughway Suite 647,89047.86,2018-11-18,37,male,2,free,,,2279,12,radio/TV,good
Hannah Rivera,Dennisshire,0440 King Shores Suite 624,61570.04,2018-10-21,33,male,2,own,little,,1478,15,radio/TV,good
Thomas Peters,South Jamestown,35643 William Tunnel,99994.54,2018-09-30,47,male,2,free,little,,5103,24,radio/TV,good
Kaitlyn Weber,New Rebecca,4149 Dickson Dale Suite 944,74751.05,2018-11-15,31,male,1,own,moderate,moderate,9857,36,business,good
Brandon Wallace,North April,078 Henry Road,69182.83,2018-04-13,34,male,2,free,,,6527,60,car,good
Timothy Holmes,New Ryan,7022 Sydney Extension Apt. 726,27772.03,2018-02-18,27,male,2,own,,rich,1347,10,radio/TV,good
Christina Oliver,Callahanmouth,010 Dunn Crescent,29788.75,2018-06-11,30,male,2,free,moderate,moderate,2862,36,car,good
Edward Campbell,North Kyle,9351 Rodriguez Port,86483.43,2018-09-02,35,male,2,own,moderate,,2753,9,radio/TV,good
James Zuniga,Hunterfurt,296 Robert Ramp,48245.21,2018-04-13,31,male,2,own,rich,little,3651,12,car,good
Brandi Vargas,Lake Jonathanside,40711 Alison Harbor Suite 338,26115.99,2018-05-27,25,male,2,own,little,little,975,15,furniture/equipment,good
Sarah Silva,Smithborough,20285 Kimberly Greens Apt. 109,42214.27,2018-10-06,25,female,1,own,moderate,moderate,2631,15,repairs,good
Kim Alvarez,East Charlesfurt,1082 Amanda Light,65234.97,2018-06-29,29,male,2,own,moderate,moderate,2896,24,radio/TV,good
Valerie Douglas,West Jessica,8562 Johnson Ramp Suite 476,82435.53,2018-06-09,44,male,1,own,,little,4716,6,car,good
Joseph Ramsey,Port Katie,558 Fox Views,65041.92,2018-05-10,28,male,2,own,little,,2284,24,radio/TV,good
John Owens,Floresfort,668 Knapp Square,41629.39,2018-11-25,50,male,2,rent,quite rich,,1236,6,car,good
Dustin Wong,North Brianfurt,6026 Fields Club Apt. 911,38723.25,2018-07-07,29,male,2,own,little,moderate,1103,12,radio/TV,good
Michael Valencia,South Karen,252 April Forges,44663.66,2018-08-18,38,female,0,own,little,,926,12,car,good
Sharon White,Stephensside,48257 Crystal Flats,67129.81,2018-08-13,24,male,2,own,little,,1800,18,radio/TV,good
Connie Blanchard,North Julieport,4447 Reed Via Apt. 835,36081.2,2018-11-02,40,male,3,rent,little,rich,1905,15,education,good
Jason Munoz,Cookstad,41459 Cunningham Mission,85267.7,2018-12-20,29,female,1,rent,quite rich,,1123,12,furniture/equipment,bad
Tammy Gonzalez,New Janicemouth,9522 Emily Greens,42591.32,2018-10-22,46,male,2,free,little,little,6331,48,car,bad
Dr. Angela Sanchez,North Victoriaton,63558 Lowery Plains Suite 415,46405.88,2018-08-11,47,female,2,free,moderate,rich,1377,24,radio/TV,good
Valerie Baker,Savannahshire,0210 Mark Manor Suite 189,75638.1,2018-06-16,41,male,2,own,moderate,moderate,2503,30,business,good
David Allen,Johnsonburgh,8445 Thompson Forge,86667.0,2018-02-16,32,female,2,own,little,moderate,2528,27,business,good
Anthony Allen,Danastad,4315 Margaret Springs Suite 212,81911.3,2018-10-13,35,female,2,free,quite rich,,5324,15,car,good
William Olson,Davidton,098 Sullivan Well,25970.9,2018-04-01,24,male,2,own,moderate,moderate,6560,48,car,bad
Christina Valdez,North Patrickmouth,74829 Young Square,27358.06,2018-04-23,25,female,2,rent,little,moderate,2969,12,furniture/equipment,bad
James Nichols,New Julie,56085 Jeanette Fork Suite 722,95198.87,2018-02-23,25,female,2,own,little,moderate,1206,9,radio/TV,good
Amber Perez,Jameston,2247 Adriana Ferry,38349.77,2018-09-13,37,male,1,own,little,moderate,2118,9,radio/TV,good
Mark Williams,Kiddchester,1911 Grace Divide,96319.92,2018-03-03,32,male,3,own,quite rich,,629,18,radio/TV,good
Brian Mcintyre,Alyssaville,9855 Hansen Burgs,25158.62,2018-05-22,35,female,2,free,little,little,1198,6,education,bad
James Gardner,Michaelton,9133 Jonathan Springs,88781.36,2018-10-21,46,male,3,own,,,2476,21,car,good
Michael Hoover,Stevenshire,3863 Austin Manors,54774.09,2018-02-03,25,male,1,own,little,little,1138,9,radio/TV,good
Gregory Harris,Davieshaven,8752 Jessica Mountain Apt. 114,40318.85,2018-01-19,27,male,3,own,little,moderate,14027,60,car,bad
Erik Montoya,Wendyland,452 Lori Rapids,59569.6,2018-07-03,63,male,2,own,,,7596,30,car,good
Susan Cruz,Arnoldhaven,701 Woodard Pines Apt. 508,53875.55,2018-10-07,40,male,2,own,,,3077,30,radio/TV,good
William Proctor,West Jordantown,5924 Lisa Corner Suite 876,39662.58,2018-07-11,32,male,3,free,little,,1505,18,radio/TV,good
Krystal Williams,North Stephen,788 Jessica Walks,50183.82,2018-07-30,31,male,2,own,,rich,3148,24,radio/TV,good
Joshua Kemp,Michaelview,07644 Robbins Field,78390.28,2018-06-21,31,male,2,own,moderate,moderate,6148,20,car,good
Brian Bautista,Williamsview,9686 Hill Overpass Apt. 965,47133.51,2018-08-02,34,male,3,own,little,rich,1337,9,radio/TV,bad
Elizabeth Sutton,Port Oliviastad,52701 Amber Well Suite 601,65708.44,2018-08-16,24,female,2,rent,rich,moderate,433,6,education,bad
Stephen Lopez,New Philip,864 Walker Inlet,78121.99,2018-07-25,24,female,1,own,little,little,1228,12,car,bad
James Taylor,Larryport,850 Wilson Ville,68471.5,2018-02-11,66,female,1,own,quite rich,moderate,790,9,radio/TV,good
Faith Ferguson,Michaelfort,50075 Phillip Greens Apt. 882,84248.36,2018-08-13,21,female,2,rent,little,,2570,27,car,bad
Kenneth Moody,West Joan,65738 Obrien Key,44543.33,2018-08-08,41,female,1,own,rich,,250,6,car,good
John Walker,Johnstonport,0891 Samuel Freeway,39427.62,2018-10-11,47,male,1,own,quite rich,,1316,15,radio/TV,good
Amanda Miranda,Anthonymouth,92239 Cummings Meadow,25093.05,2018-08-30,25,female,2,rent,little,little,1882,18,radio/TV,bad
Susan Guerra,North Darrylside,44252 Smith Extensions,76599.22,2018-11-07,59,female,2,rent,little,moderate,6416,48,business,bad
Edward Cole,Port Edward,8874 King Islands Suite 741,43286.53,2018-07-14,36,male,2,own,rich,rich,1275,24,business,good
Ryan Martin,Lake Christine,3183 Johnson Union,34722.21,2018-06-04,33,male,2,own,little,moderate,6403,24,radio/TV,good
Lauren Ramsey,South Kristina,0165 Barbara Shoals,30561.36,2018-08-14,21,male,1,rent,little,little,1987,24,radio/TV,bad
Christopher Hahn,North Veronica,14490 Corey Inlet,47734.31,2018-05-19,44,female,1,own,little,moderate,760,8,radio/TV,good
Michael Gonzalez,Alexanderside,7046 Paul Port Apt. 929,52896.74,2018-02-03,28,female,2,rent,rich,,2603,24,car,good
Kathleen Roberts,Charlesstad,770 James Islands Apt. 988,35612.54,2018-10-04,37,female,2,own,little,,3380,4,car,good
Misty Montgomery,Teresaburgh,233 Kimberly Expressway,47661.58,2018-05-31,29,female,0,own,,moderate,3990,36,domestic appliances,good
Roberto Harris,Saraville,805 Bray Junctions Suite 893,91451.96,2018-04-07,23,female,3,rent,little,moderate,11560,24,car,bad
Kaitlin Garcia,South Jessicafurt,74920 Thomas Freeway,25846.87,2018-11-30,35,male,1,own,moderate,little,4380,18,car,good
Sean Stein,Smithstad,23995 Munoz Junctions Apt. 882,67663.8,2018-04-20,45,male,3,own,little,,6761,6,car,good
Larry Willis,Ramirezborough,431 Heather Harbors Apt. 850,62739.2,2018-09-05,26,female,1,rent,moderate,moderate,4280,30,business,bad
Carol Miller,Santosstad,8733 Fisher Bypass Apt. 518,68575.22,2018-10-15,32,male,2,own,moderate,little,2325,24,car,good
Miranda Davis,Travistown,615 Wright Viaduct Apt. 085,91246.42,2018-04-27,23,male,1,own,little,moderate,1048,10,radio/TV,good
Shane Coleman,North Angelafort,869 Colton Mount Suite 388,37903.44,2018-06-14,41,male,2,own,,,3160,21,radio/TV,good
Benjamin Wu,Stricklandview,6285 Brian Vista Apt. 749,39982.82,2018-07-03,22,male,2,own,quite rich,little,2483,24,furniture/equipment,good
Anthony Estrada,Brownfort,967 Saunders Pine Apt. 150,33506.65,2018-10-14,30,male,3,own,,little,14179,39,furniture/equipment,good
Jonathan Roman,Port Eric,1154 Shaw Brook Suite 986,79373.55,2018-12-02,28,male,1,own,little,little,1797,13,business,good
Briana Wells,Thomasfort,483 Haas Fall Apt. 522,46925.44,2018-03-19,23,female,2,rent,little,little,2511,15,car,good
Lisa Woods,North Dennis,9951 Gonzalez Haven,77731.46,2018-10-11,37,female,1,own,little,little,1274,12,car,bad
Stephen Donaldson,South David,28444 Brooks Field Apt. 318,25449.81,2018-12-14,26,male,2,own,,,5248,21,car,good
Stephen Wheeler,Jonesview,7761 Nicholas Fords,46117.72,2018-09-03,33,male,2,own,little,,3029,15,car,good
Brandon Ross,Kimberlyville,5899 Gregory Path Apt. 279,83141.43,2018-09-16,49,female,2,own,little,little,428,6,furniture/equipment,good
Dennis King,Boothland,817 Villarreal River,96758.77,2018-08-02,23,female,1,own,little,little,976,18,car,bad
Jeremy Lee,Nancyville,13888 Chen Inlet Suite 355,78362.51,2018-10-22,23,female,1,rent,moderate,moderate,841,12,business,good
Allen Wright,Whitneymouth,9162 Villanueva Tunnel,84065.03,2018-12-09,25,female,2,own,little,,5771,30,radio/TV,good
Richard Hood,Lake Jose,44670 Bradley Isle,70079.49,2018-04-12,55,male,2,free,rich,,1555,12,repairs,bad
Nathan Green,North Jackburgh,10124 James Tunnel Suite 537,38673.19,2018-11-22,32,female,2,rent,,little,1285,24,car,bad
Taylor White,Lake Heather,85181 Sarah Flat,82072.7,2018-01-12,74,male,0,own,little,rich,1299,6,car,good
Sue Kaufman,Ritterfort,34955 Tiffany Path Apt. 264,50912.52,2018-09-18,39,male,2,free,,rich,1271,15,radio/TV,bad
Angela King,West Robert,074 Andrew Shoals,37712.8,2018-01-07,31,male,2,own,little,,1393,24,car,good
Jason White,Silvaburgh,81394 Gregory Branch Suite 197,56198.34,2018-11-29,35,male,2,own,little,little,691,12,car,bad
Mark Morgan,Lake Lisaville,2331 Sims Shoals Apt. 958,71792.65,2018-04-12,59,female,2,own,,,5045,15,car,good
Gabriel Herman PhD,Rosefort,4406 Kim Heights Suite 370,61352.23,2018-10-17,24,female,2,rent,little,little,2124,18,furniture/equipment,bad
Taylor Mckinney,North Cynthia,952 Peter Spur Apt. 937,54719.26,2018-01-13,24,male,1,own,little,little,2214,12,radio/TV,good
Evan Keller,Patriciaborough,5910 Cynthia Ridge Apt. 499,25793.09,2018-07-09,30,male,3,free,,,12680,21,car,bad
Teresa Riley,Nicholasshire,18979 Maria Alley Apt. 003,26771.73,2018-08-15,27,male,2,own,moderate,,2463,24,car,good
Jared Gonzalez,South Mary,021 Melissa Islands Suite 857,85057.66,2018-03-02,40,male,1,own,little,moderate,1155,12,radio/TV,good
James Robinson,Gayfort,08867 Mary Glens,40689.45,2018-12-09,31,male,1,own,little,little,3108,30,furniture/equipment,bad
Christie Smith,Madisonmouth,0805 Joseph Trail Apt. 337,74265.45,2018-07-01,31,female,2,rent,,,2901,10,car,good
Jason Brown,Davidtown,918 Jane Valley Apt. 093,77551.67,2018-04-18,28,male,2,rent,little,moderate,3617,12,furniture/equipment,good
William Hughes,West Nancy,0957 Tonya Union Suite 912,30749.3,2018-03-19,63,male,1,own,little,,1655,12,radio/TV,good
Jeffery Colon,Hernandezside,024 Sean Stravenue,64443.51,2018-07-29,26,female,2,rent,,little,2812,24,car,good
Travis Lee,Gutierrezton,5497 Daniel Station,69168.15,2018-12-07,25,female,3,own,little,little,8065,36,education,bad
Kelly Patterson,Franklinview,7683 Austin Plain Suite 448,89536.32,2018-02-10,36,male,3,own,little,,3275,21,car,good
Stuart Bell,Briannamouth,708 Mackenzie Mountain,86797.87,2018-10-18,52,male,2,own,moderate,,2223,24,radio/TV,good
Bryan James,Aaronmouth,135 Karl Summit,83583.38,2018-07-28,66,male,0,free,quite rich,rich,1480,12,car,good
Oscar Alvarez,East Frankhaven,17231 Williams Circle,71303.53,2018-07-17,25,female,2,rent,,little,1371,24,car,bad
Alexis Weaver,South Kristenberg,213 Hopkins Station,89299.25,2018-12-10,37,male,2,own,little,,3535,36,car,good
Dr. Paul Foster,South Haley,852 Michael Branch,47233.01,2018-03-13,25,female,2,own,little,little,3509,18,radio/TV,good
Jasmine Kane,New Keithton,1321 Castro Extension,71658.79,2018-05-04,38,male,3,own,rich,,5711,36,car,good
Lance Henderson,South Douglasville,01516 Henry Knolls,25713.35,2018-10-03,67,female,2,own,little,moderate,3872,18,repairs,good
Bobby Long,Cathyton,61569 Samantha Glen,30343.58,2018-02-26,25,male,2,own,little,moderate,4933,39,radio/TV,bad
Adrienne Love,Christopherport,77117 Martha Expressway,47605.93,2018-12-01,60,male,2,own,rich,,1940,24,car,good
Lucas Martinez,West Devinmouth,11497 Jordan Route Suite 733,80155.98,2018-03-11,31,male,1,own,little,moderate,1410,12,education,good
Samantha Harrington,New Benjaminport,861 Robert Islands,83418.71,2018-12-16,23,female,1,own,moderate,moderate,836,12,car,bad
Derek Stewart,Corytown,707 Jennifer Fort Suite 015,70782.18,2018-09-11,60,male,3,own,,moderate,6468,20,car,good
Marc Proctor,East Emily,6795 Thomas Plains,99627.51,2018-12-01,35,male,1,own,rich,moderate,1941,18,business,good
Justin Evans,Ronnieport,26842 Pollard Loop Apt. 438,25963.58,2018-07-08,40,male,2,own,quite rich,,2675,22,radio/TV,good
David Logan,Beckburgh,383 Kelly Rapid Suite 598,29806.71,2018-10-10,38,male,2,own,,,2751,48,car,good
Michael Harvey,Jacquelinemouth,09285 Richard Terrace,81204.56,2018-03-20,50,male,2,free,little,moderate,6224,48,education,bad
Cody Soto,Parksmouth,768 Kimberly Junction Apt. 530,73904.99,2018-11-06,27,male,2,own,little,little,5998,40,education,bad
Toni Murphy,Chungfurt,89518 Clark Place Apt. 678,99874.88,2018-09-13,39,female,2,own,little,moderate,1188,21,business,bad
Michael Saunders,West Kara,810 Adkins Lakes,38174.36,2018-11-12,41,male,3,own,,,6313,24,car,good
Ashley Morrison,West Christopherberg,1637 John Island Suite 483,87445.94,2018-09-01,27,male,2,own,,,1221,6,furniture/equipment,good
Shelly Hodges,Madisonmouth,192 Brown Port Suite 628,51113.69,2018-07-31,51,male,2,free,little,rich,2892,24,furniture/equipment,good
Mary Harper,Reyestown,870 Kyle Ports,63654.71,2018-10-16,32,male,2,rent,quite rich,,3062,24,furniture/equipment,good
Justin Snow,West Michelle,46371 Cunningham Rue Suite 169,61644.21,2018-04-24,22,female,2,rent,moderate,,2301,9,furniture/equipment,good
Michael Meadows,Troystad,4438 Bell Road,93437.09,2018-07-17,51,male,2,free,,little,7511,18,car,bad
Brian Garza,New Vanessahaven,9889 James Plaza,43629.42,2018-01-29,22,female,1,rent,little,,1258,12,furniture/equipment,good
Rebecca Hamilton,West Jessicabury,24949 Cody Road Suite 143,83895.72,2018-05-05,54,male,2,own,,,717,24,car,good
Katherine Lambert,Cabrerafurt,672 Daniel Stream Suite 458,67513.18,2018-03-02,35,male,0,own,,moderate,1549,9,car,good
Justin Tanner,Lake Joel,6049 Schaefer Place Suite 338,45101.3,2018-06-13,54,male,2,free,little,,1597,24,education,good
Jay Ruiz,South Kimberlyport,59638 Daniel Creek Suite 269,47382.99,2018-01-20,48,female,1,rent,little,moderate,1795,18,radio/TV,good
Nicholas Clay,New Kellystad,0406 Williams Trace,79437.12,2018-09-27,24,female,2,own,little,little,4272,20,furniture/equipment,good
Kelsey Wells,Harveystad,0664 Austin Mills,30112.06,2018-10-26,35,male,2,own,,,976,12,radio/TV,good
Shawn Daniel,West Jason,817 Michael Skyway,87644.85,2018-02-05,24,female,0,rent,,moderate,7472,12,car,good
Nicole Arellano DVM,Port Toddland,22743 Cole Trail,78868.71,2018-06-02,24,male,2,own,little,little,9271,36,car,bad
Blake Price,Port Danielstad,2578 Melanie Pine Suite 418,94759.35,2018-12-28,26,male,1,own,little,moderate,590,6,radio/TV,good
Thomas Pennington,Port Mikeview,2116 Paul Shoals Apt. 942,56315.12,2018-10-08,65,male,2,own,,,930,12,radio/TV,good
Kenneth Brown,East Ryan,2478 Jillian Center Apt. 282,76265.12,2018-06-19,55,male,3,free,little,moderate,9283,42,car,good
Ethan Holder,New Meaganbury,37785 Ryan Fall Suite 048,34967.58,2018-01-11,26,female,0,rent,little,moderate,1778,15,car,bad
Olivia Parks,Robinsonmouth,6915 Ford Shoal,68735.81,2018-10-22,26,male,2,own,little,moderate,907,8,business,good
Kelsey Gordon,Susanberg,25315 Gregory Points Suite 703,74961.87,2018-01-21,28,male,1,own,little,moderate,484,6,radio/TV,good
Eric Figueroa,Port Bradleytown,4188 Kristine Rapids,87380.33,2018-03-23,24,male,2,own,little,little,9629,36,car,bad
Rhonda Davis,Alyssaside,9475 Carol Roads,87004.74,2018-02-19,54,male,2,own,little,little,3051,48,domestic appliances,bad
Catherine Kennedy,New Denise,399 Erica Pike Suite 625,61432.96,2018-03-08,46,male,2,free,little,little,3931,48,car,bad
Aaron Carlson,Tonyafort,43252 Dean Springs Suite 123,65122.7,2018-08-18,54,female,2,rent,little,moderate,7432,36,car,good
Michele Davis,West Chadborough,53015 Gonzalez Springs,29420.2,2018-12-29,62,male,2,own,quite rich,,1338,6,domestic appliances,good
Patricia Green,West Baileyville,45769 Ingram Estate Suite 226,59754.26,2018-11-15,24,female,2,rent,little,,1554,6,radio/TV,good
William Moran,Ayersland,812 Payne Flat,56741.45,2018-08-25,43,male,3,own,little,little,15857,36,vacation/others,good
Cassandra Jackson,Hansenchester,42957 Autumn Bridge,95762.15,2018-09-19,26,male,2,own,little,little,1345,18,radio/TV,bad
Stephanie Howard,North Kevinport,69421 Larry Harbor Suite 606,86268.87,2018-04-30,27,male,2,own,little,,1101,12,car,good
Carrie Maldonado,Williamsfurt,9273 Bryant Crossing Apt. 931,81672.36,2018-04-18,24,male,2,own,little,rich,3016,12,radio/TV,good
Jessica Saunders,West Rachel,69217 Ryan Keys,52378.54,2018-08-02,41,male,2,own,little,little,2712,36,furniture/equipment,bad
Joseph Navarro,New Michelle,57536 Keller Drive Suite 411,64774.25,2018-12-22,47,male,1,own,little,little,731,8,car,good
Caitlin Harris,Port Jerrytown,01573 Moore Mountain,71899.33,2018-06-05,35,male,3,own,little,,3780,18,furniture/equipment,good
Kristy Hardin,South Rebeccachester,7235 Victor Street,91475.74,2018-06-15,30,male,2,own,little,little,1602,21,car,good
Bruce Johnson,Matthewfurt,8562 Powell Parkways,52711.44,2018-06-21,33,female,2,rent,little,little,3966,18,car,bad
Jessica Murray,North Katherinemouth,341 Cody Trafficway Apt. 312,30138.82,2018-06-29,36,male,2,own,little,,4165,18,business,bad
Jared Rose,Mullenchester,7847 Mathis Lakes,38526.28,2018-02-22,47,male,2,free,,little,8335,36,car,bad
Brian Collins,Kaitlintown,555 Gregory Manor Apt. 453,36336.39,2018-02-26,38,male,2,free,,moderate,6681,48,business,good
Chase Long,New April,434 Danielle Light,90327.24,2018-08-11,44,male,2,own,quite rich,,2375,24,business,good
David Wyatt,South Davidland,49538 Macias Bridge,77349.67,2018-08-15,23,female,2,rent,little,little,1216,18,car,bad
Erica Martinez,West Jeremyside,35034 Scott Pine Suite 652,97242.65,2018-04-26,29,male,2,rent,little,little,11816,45,business,bad
Teresa Stevenson,Brentbury,8308 Moore Loaf Apt. 107,67142.01,2018-03-14,42,female,2,own,,moderate,5084,24,radio/TV,good
Susan Williams,Prattborough,19597 Natasha Grove Apt. 335,32763.6,2018-02-28,25,female,1,own,little,rich,2327,15,radio/TV,bad
Brian Gill,Port Joshua,9985 Larson Village,32618.4,2018-12-04,48,male,2,own,little,little,1082,12,car,bad
Luis Cantrell,New Henrymouth,52736 Kim Stream Suite 281,71321.16,2018-10-23,21,female,2,own,,,886,12,radio/TV,good
Haley Church,Gomezton,64457 Robert Crescent,31587.79,2018-05-13,23,female,1,rent,little,,601,4,furniture/equipment,good
Lisa Reilly,Lake Troy,7595 Stephens Island,68313.34,2018-03-05,63,male,2,own,little,little,2957,24,car,good
Shawn Davis,South Erinview,12814 Zachary Oval,99823.75,2018-07-11,46,male,2,own,little,,2611,24,radio/TV,good
Nicholas Shelton,North Courtney,8509 Gonzalez Spurs Suite 464,65289.67,2018-03-17,29,male,2,own,little,little,5179,36,furniture/equipment,bad
William Valdez,Bridgeston,7433 Ramirez Skyway,66185.37,2018-11-26,28,male,1,own,little,,2993,21,car,good
Tyler Freeman,Lake Jacob,546 Robert Rapids,50616.35,2018-02-04,23,female,2,own,little,,1943,18,repairs,bad
Linda Solis,East Mallory,8758 Kristin Road Apt. 069,82974.64,2018-10-23,50,male,2,own,little,,1559,24,business,good
Janet Sanchez,New Tricia,2709 Lisa Islands Apt. 224,96274.12,2018-07-21,47,male,2,own,little,,3422,18,furniture/equipment,good
Jennifer Young,Riveraport,97621 William Prairie,30412.94,2018-05-25,35,male,2,own,,moderate,3976,21,furniture/equipment,good
Charles Cherry,West Michael,5979 Campos Harbor,60452.26,2018-07-11,68,male,2,rent,,,6761,18,car,bad
Brianna Pennington,Solischester,380 Lori Brooks Apt. 972,34277.71,2018-02-01,28,male,2,own,little,,1249,24,car,good
Christopher Allen,Port Roger,41884 Phillip Radial Suite 243,89602.29,2018-01-21,59,male,2,own,little,little,1364,9,radio/TV,good
Jason Torres,Rogerborough,29684 Shannon Creek Suite 534,49164.56,2018-10-07,57,male,1,own,little,little,709,12,radio/TV,bad
Nicole Beltran,Port Mary,1103 Sylvia Wall Suite 440,85998.12,2018-09-26,33,male,2,rent,little,little,2235,20,car,bad
Tanya Swanson,North Angela,82215 King Corner Apt. 787,65518.11,2018-03-17,43,male,2,own,,,4042,24,car,good
Alexander Schmidt,Port Calvin,734 Rodriguez Station Apt. 304,43213.01,2018-06-18,35,male,2,free,little,,1471,15,radio/TV,good
Joshua Hernandez,East Cindy,46531 Tami Islands,98457.89,2018-06-23,32,male,1,free,little,little,1442,18,car,bad
Donna Henry,Schultzville,24392 Cohen Orchard Apt. 510,50999.88,2018-04-13,45,male,2,own,little,,10875,36,car,good
Peter Mason,Justinstad,534 Michael Avenue Apt. 733,89580.07,2018-10-29,33,male,2,own,moderate,,1474,24,car,good
John Miller,Barnesstad,66283 Angelica Views Suite 951,65304.82,2018-07-11,40,female,2,own,,,894,10,education,good
Bobby Marsh,West Kelsey,265 Matthew Spurs Suite 940,94873.75,2018-10-11,28,male,2,free,little,,3343,15,furniture/equipment,good
Austin Arroyo,South Leslieport,68118 Susan Freeway,72003.64,2018-04-24,29,female,2,own,little,little,3959,15,car,bad
